699,341,0.8069294551023743
744,352,-12.277098051108025
769,370,-23.90499197479885
786,400,-40.727219232390745
812,419,-55.69387256562099
823,457,-67.0006983505406
854,503,-68.13142081462746
898,541,-70.9743939624313
902,609,-73.73979529168803
929,655,-76.38145833855894
941,674,262.7857379607932
956,703,251.07535558394875
955,703,215.95533346558935
953,701,191.3099324740202
953,697,168.98816982835564
952,691,158.55226367289464
933,640,157.4229730099685
917,645,155.5049794759631
909,602,155.0560947365754
884,590,151.73599585147605
841,546,164.53166034790888
785,712,2.511363267163078
779,715,14.22246961446552
781,712,27.856335734616884
781,718,41.37851529588266
779,719,58.024396300416385
776,724,75.96375653207352
776,731,92.35329686610821
776,743,96.72851209376871
792,760,99.76970005053124
799,770,106.56607589850972
812,786,108.09725658671343
807,795,111.73463121878805
814,810,112.38013505195956
844,840,100.82745310382536
685,880,-88.98151565228709
691,887,263.8730669945059
679,890,253.08582083822176
673,901,240.41460549925023
666,901,222.9626693031801
663,908,206.24134965215777
644,904,196.26020470831196
633,903,181.30938981941057
613,900,173.74096369487773
602,893,165.06858282186244
582,896,159.573975236911
566,885,155.3638703501095
547,883,144.1623470457217
545,881,132.03906386583623
545,880,115.54505604400181
547,881,99.1623470457217
541,862,96.96096302624852
537,844,97.36474624498263
542,821,97.0812122446587
534,784,97.89813690285774
530,759,97.81529354676688
528,742,96.85707233409923
524,722,96.29935370613046
522,696,95.35582504285514
521,673,95.71059313749963
521,650,95.68236861785509
515,621,94.03492751613089
512,595,93.68227406230531
509,561,93.16229775213931
507,526,93.64448951277151
502,489,93.70221285319951
502,463,92.48955292199928
507,433,92.42927332349997
507,411,90
513,390,83.23876148996277
519,375,73.69829165569263
528,364,60.53257793618029
537,356,49.345431749229085
539,356,32.637507584285686
541,354,11.256435029703894
558,350,4.398705354995532
583,350,1.6060029892822492
618,345,-0.2592551515013859
END,676,255,349,161
