904,410,0.3924307093408702
915,416,-28.663957110281537
921,423,-65.9848978358822
914,430,268.14240962967966
865,422,239.8083770390424
827,441,235.99250758026773
788,472,236.73308415641225
915,592,74.56657550477715
900,602,93.09405805891723
876,610,120.42578380196124
881,615,152.70042778866718
888,612,184.2506545746512
895,607,211.9688425373277
929,580,216.99879681986184
972,558,224.57559458063852
1046,522,219.4278021960362
1153,595,18.349813997741805
1169,591,2.075026361417408
1184,605,-17.08175686914232
1197,608,-36.07247040807193
1217,644,-55.8330463919707
1223,764,-70.47498817886502
1298,804,268.7546357332317
1311,833,259.12494175200584
1301,853,244.3348085378264
1289,859,226.09469059185304
1266,862,198.19588576163912
1236,862,182.6384918254112
1105,872,179.10482628978892
942,885,177.93352301435576
728,861,171.3921376262939
602,884,171.54108759982944
481,875,177.47388308838043
325,881,173.3741252943825
265,880,171.70872850830892
257,879,150.54367922670144
249,874,124.01134890350602
249,867,106.91576008389895
252,861,85.62523771904456
260,857,60.62738373912105
266,852,41.67939429237668
272,848,12.140247960278224
288,850,0.9443504035796334
368,856,8.38324848092935
396,696,194.19473761279087
413,708,208.11320887605595
412,687,221.13179596167828
435,647,243.43494882292202
497,565,241.21098758253652
709,564,59.5564243200743
760,507,57.323313456705876
818,454,37.4835582837305
855,424,22.39759795282484
END,884,361,122,311
